,gene_weight,gene_name,accession,old_locus_tag,start,end,strand,gene_product,COG,uniprot,operon,regulator,iModulon,Locustag
3,0.3170444111060436,USA300HOU_RS06035,NC_010079.1,USA300HOU_1139,1210474,1211748,+,dihydroorotase,Nucleotide transport and metabolism,A0A0H2XIA8,Op763,"PyrR,WalR",PyrR,USA300HOU_RS06035
4,0.3227203888419028,carA,NC_010079.1,USA300HOU_1140,1211750,1212850,+,glutamine-hydrolyzing carbamoyl-phosphate synthase small subunit,Nucleotide transport and metabolism,A0A0E1VK79,Op763,"PyrR,WalR",PyrR,USA300HOU_RS06040
5,0.3239055040826538,carB,NC_010079.1,USA300HOU_1141,1212843,1216016,+,carbamoyl-phosphate synthase large subunit,Nucleotide transport and metabolism,A6QGA4,Op763,"PyrR,WalR",PyrR,USA300HOU_RS06045
6,0.3146449292464382,pyrF,NC_010079.1,USA300HOU_1142,1216126,1216818,+,orotidine-5'-phosphate decarboxylase,Nucleotide transport and metabolism,A0A2C9TUQ5,Op763,"PyrR,WalR",PyrR,USA300HOU_RS06050
7,0.3003635061249953,USA300HOU_RS06055,NC_010079.1,USA300HOU_1143,1216818,1217429,+,orotate phosphoribosyltransferase,Nucleotide transport and metabolism,A0A0D6HRB0,Op763,"PyrR,WalR",PyrR,USA300HOU_RS06055
8,0.2300295666245452,USA300HOU_RS06060,NC_010079.1,USA300HOU_1144,1217459,1217671,+,hypothetical protein,No COG annotation,A0A0E7KPZ9,Op763,PyrR,PyrR,USA300HOU_RS06060
0,0.107658773399413,USA300HOU_RS00380,NC_010079.1,USA300HOU_0081,83586,84353,+,ABC transporter ATP-binding protein,Amino acid transport and metabolism,A0A0H2XE30,Op55,,scfm2 artefact,USA300HOU_RS00380
1,0.0739893434798594,USA300HOU_RS01610,NC_010079.1,USA300HOU_0322,353190,353564,+,DUF4467 domain-containing protein,Function unknown,A0A0H2WXW6,Op199,,scfm2 artefact,USA300HOU_RS01610
2,0.0963169608570319,USA300HOU_RS02490,NC_010079.1,USA300HOU_0488,524308,524556,+,GIY-YIG nuclease family protein,"Replication, recombination and repair",A0A0E0VN30,Op316,,scfm2 artefact,USA300HOU_RS02490
3,0.075798702867225,USA300HOU_RS03100,NC_010079.1,USA300HOU_0586,650407,650748,+,DUF1450 domain-containing protein,Function unknown,A0A5A8VIZ8,Op390,,scfm2 artefact,USA300HOU_RS03100
4,0.0846143368520994,USA300HOU_RS03760,NC_010079.1,USA300HOU_0719,769706,770158,+,hypothetical protein,No COG annotation,A0A0D1IUM4,Op476,WalR,scfm2 artefact,USA300HOU_RS03760
5,0.1157307132380644,queD,NC_010079.1,USA300HOU_0734,784667,785086,-,6-carboxytetrahydropterin synthase QueD,Coenzyme transport and metabolism,A0A0E1XHZ0,Op487,PreQ1,scfm2 artefact,USA300HOU_RS03840
6,0.0740331341145312,USA300HOU_RS04025,NC_010079.1,USA300HOU_0771,822352,822846,-,threonine/serine exporter family protein,Function unknown,A0A0E0VM33,Op509,,scfm2 artefact,USA300HOU_RS04025
7,0.0998446240840922,USA300HOU_RS04040,NC_010079.1,USA300HOU_0774,825209,826264,+,undecaprenyl/decaprenyl-phosphate alpha-N-acetylglucosaminyl 1-phosphate transferase,Cell wall/membrane/envelope biogenesis,A0A0E1X9T1,Op511,,scfm2 artefact,USA300HOU_RS04040
8,0.0748174790458464,USA300HOU_RS04675,NC_010079.1,USA300HOU_0903,939110,940426,+,Na+/H+ antiporter family protein,Function unknown,A0A0H2XHJ2,Op595,HisR,scfm2 artefact,USA300HOU_RS04675
9,0.0803280567449685,USA300HOU_RS04870,NC_010079.1,USA300HOU_0940,984750,984935,-,YjzD family protein,Function unknown,A0A0E0VMH4,Op620,,scfm2 artefact,USA300HOU_RS04870
10,0.0746135799347824,fabF,NC_010079.1,USA300HOU_0942,986183,987427,+,beta-ketoacyl-ACP synthase II,Lipid transport and metabolism,A0A0E8G9V2,Op621,FapR,scfm2 artefact,USA300HOU_RS04880
11,0.1158518797884559,USA300HOU_RS05540,NC_010079.1,USA300HOU_1048,1119721,1119888,-,YlaI family protein,Function unknown,A0A0D1IWZ6,Op701,,scfm2 artefact,USA300HOU_RS05540
12,0.0832990719700589,USA300HOU_RS05820,NC_010079.1,USA300HOU_1098,1169604,1169837,-,hypothetical protein,No COG annotation,A0A0H2WVT0,Op737,,scfm2 artefact,USA300HOU_RS05820
13,0.1006935667645172,gndA,NC_010079.1,USA300HOU_1512,1627066,1628472,-,NADP-dependent phosphogluconate dehydrogenase,Carbohydrate transport and metabolism,A0A0E0VQG2,Op986,,scfm2 artefact,USA300HOU_RS08075
14,0.0732757909748824,USA300HOU_RS09355,NC_010079.1,USA300HOU_1753,1891506,1891907,-,MarR family transcriptional regulator,Transcription,A0A4U9YH96,Op1133,,scfm2 artefact,USA300HOU_RS09355
15,0.0910191143420886,hemH,NC_010079.1,USA300HOU_1824,1964884,1965807,-,ferrochelatase,Coenzyme transport and metabolism,A0A0E1VIG0,Op1188,PerR,scfm2 artefact,USA300HOU_RS09790
16,0.0736728641323129,USA300HOU_RS11775,NC_010079.1,USA300HOU_2167,2307872,2308840,-,iron chelate uptake ABC transporter family permease subunit,Inorganic ion transport and metabolism,A0A0D6HH31,Op1404,Fur,scfm2 artefact,USA300HOU_RS11775
17,0.074878733293203,USA300HOU_RS12835,NC_010079.1,USA300HOU_2355,2492940,2493974,-,NAD(P)/FAD-dependent oxidoreductase,Energy production and conversion,A0A1Q4GXS1,Op1534,,scfm2 artefact,USA300HOU_RS12835
18,0.0827212402359435,USA300HOU_RS13150,NC_010079.1,USA300HOU_2412,2551508,2553241,-,ABC transporter ATP-binding protein,Defense mechanisms,A0A0D6GZT9,Op1577,,scfm2 artefact,USA300HOU_RS13150
19,0.0787098322965376,USA300HOU_RS14145,NC_010079.1,USA300HOU_2603,2748229,2748672,-,antibiotic biosynthesis monooxygenase,Function unknown,A0A0H2X080,Op1720,"SigB,WalR",scfm2 artefact,USA300HOU_RS14145
0,0.0742357068602084,USA300HOU_RS14895,NC_012417.1,USA300HOU_pUSA10HOUMR0003,1579,1767,+,hypothetical protein,No COG annotation,D2J979,Op1804,,SG_3,USA300HOU_RS14895
1,0.0738936216048292,USA300HOU_RS00200,NC_010079.1,USA300HOU_0040,47542,48891,-,recombinase family protein,"Replication, recombination and repair",A0A0H2XI73,Op24,,SG_3,USA300HOU_RS00200
2,0.0428311936350947,cstB,NC_010079.1,,54926,56244,-,persulfide dioxygenase-sulfurtransferase CstB,Inorganic ion transport and metabolism,,Op28,Genomic Island 1,SG_3,USA300HOU_RS00230
3,0.0807829109742175,USA300HOU_RS00285,NC_010079.1,USA300HOU_0061,65661,66164,-,DUF1643 domain-containing protein,Defense mechanisms,A0A0H2XIG0,Op42,Genomic Island 1,SG_3,USA300HOU_RS00285
4,0.0427414206204479,USA300HOU_RS00300,NC_010079.1,,67736,68736,+,IS3 family transposase,"Replication, recombination and repair",,Op45,Genomic Island 1,SG_3,USA300HOU_RS00300
5,0.0646633958629139,arcA,NC_010079.1,USA300HOU_0070,73059,74294,-,arginine deiminase,Amino acid transport and metabolism,A0A0H2XGY3,Op48,Genomic Island 1,SG_3,USA300HOU_RS00325
6,-0.0383903453551578,USA300HOU_RS00405,NC_010079.1,,89153,89245,+,hypothetical protein,No COG annotation,A0A0H2WZT9,Op58,,SG_3,USA300HOU_RS00405
7,0.0376826960550641,USA300HOU_RS00470,NC_010079.1,USA300HOU_0099,99278,100498,-,MFS transporter,Amino acid transport and metabolism,A0A0E8JC85,Op68,,SG_3,USA300HOU_RS00470
8,0.0362341020942251,USA300HOU_RS00805,NC_010079.1,USA300HOU_0164,174739,175425,+,tyrosine-protein kinase,"Cell cycle control, cell division, chromosome partitioning",A0A0H2WXD9,Op113,CodY,SG_3,USA300HOU_RS00805
9,0.0351963539914615,USA300HOU_RS01025,NC_010079.1,,228348,228629,-,hypothetical protein,No COG annotation,A0A080V558,Op134,,SG_3,USA300HOU_RS01025
10,0.0863242279488598,USA300HOU_RS01430,NC_010079.1,,318883,319233,+,IS1182 family transposase,"Replication, recombination and repair",,Op182,,SG_3,USA300HOU_RS01430
11,0.1023340768649304,USA300HOU_RS15010,NC_010079.1,,360320,360460,-,hypothetical protein,No COG annotation,A0A0U1MWD5,Op205,,SG_3,USA300HOU_RS15010
12,-0.0375902342792739,USA300HOU_RS03145,NC_010079.1,USA300HOU_0596,657446,657562,+,hypothetical protein,No COG annotation,A0A0E1VLT6,Op397,Genomic Island 2,SG_3,USA300HOU_RS03145
13,-0.0390671366889694,USA300HOU_RS03220,NC_010079.1,USA300HOU_0611,669101,669208,+,hypothetical protein,No COG annotation,A0A084P1U5,Op406,,SG_3,USA300HOU_RS03220
14,0.0614326800418749,USA300HOU_RS03390,NC_010079.1,USA300HOU_0645,698844,699188,+,cation:proton antiporter,Inorganic ion transport and metabolism,A0A0E1VJR6,Op425,,SG_3,USA300HOU_RS03390
15,0.2175839869384666,USA300HOU_RS04325,NC_010079.1,USA300HOU_0829,884129,884332,+,hypothetical protein,Function unknown,A0A0H2XEC8,Op550,,SG_3,USA300HOU_RS04325
16,0.0414148174214161,USA300HOU_RS04930,NC_010079.1,USA300HOU_0952,997736,998698,+,ABC transporter permease,Amino acid transport and metabolism,A0A0H2WVM6,Op625,CodY,SG_3,USA300HOU_RS04930
17,0.084839234506987,USA300HOU_RS06620,NC_010079.1,USA300HOU_1246,1342104,1342208,+,hypothetical protein,No COG annotation,A0A080VAY5,Op826,Genomic Island 4,SG_3,USA300HOU_RS06620
18,0.0515510306977826,USA300HOU_RS06805,NC_010079.1,,1367555,1367659,-,hypothetical protein,No COG annotation,A0A0D1I1L6,Op851,,SG_3,USA300HOU_RS06805
19,0.0514513167043582,USA300HOU_RS15290,NC_010079.1,,1426812,1427105,+,transposase,"Replication, recombination and repair",,Op887,,SG_3,USA300HOU_RS15290
20,0.0547798534677573,USA300HOU_RS07230,NC_010079.1,USA300HOU_1352,1456686,1456886,-,hypothetical protein,No COG annotation,A0A1S5Z3J3,Op903,,SG_3,USA300HOU_RS07230
21,0.1304509033855802,tnpA,NC_010079.1,USA300HOU_1353,1457130,1457615,+,IS200/IS605 family transposase,"Replication, recombination and repair",A0A0H2WWK9,Op904,,SG_3,USA300HOU_RS07235
22,-0.0410249343790375,USA300HOU_RS07565,NC_010079.1,USA300HOU_1414,1547659,1547775,-,hypothetical protein,No COG annotation,A0A0H2X231,Op937,,SG_3,USA300HOU_RS07565
23,-0.0377229746071742,USA300HOU_RS08215,NC_010079.1,USA300HOU_1540,1653968,1654114,-,hypothetical protein,No COG annotation,A0A0E0VQ30,Op1000,,SG_3,USA300HOU_RS08215
24,0.1280230917207691,USA300HOU_RS09150,NC_010079.1,,1837010,1837105,+,hypothetical protein,No COG annotation,A0A2C9TMD3,Op1102,,SG_3,USA300HOU_RS09150
25,0.0398974893455497,USA300HOU_RS09435,NC_010079.1,USA300HOU_1766,1905394,1905864,+,RNA polymerase sigma factor,Transcription,A0A0D6H911,Op1142,,SG_3,USA300HOU_RS09435
26,0.1207235637142041,USA300HOU_RS09440,NC_010079.1,USA300HOU_1767,1905977,1906420,+,competence protein ComK,Function unknown,A0A0H2X024,Op1143,,SG_3,USA300HOU_RS09440
27,0.1086532666490409,USA300HOU_RS09595,NC_010079.1,USA300HOU_1796,1930085,1930186,+,hypothetical protein,No COG annotation,A0A0H2X285,Op1168,Genomic Island 8,SG_3,USA300HOU_RS09595
28,0.0359627677141518,USA300HOU_RS09665,NC_010079.1,USA300HOU_1807,1945383,1945949,+,DUF4888 domain-containing protein,No COG annotation,A0A0D6HDD7,Op1180,"SaeR,CcpA,WalR",SG_3,USA300HOU_RS09665
29,0.0594718969667938,USA300HOU_RS15390,NC_010079.1,,1960587,1960795,+,hypothetical protein,No COG annotation,,Op1186,,SG_3,USA300HOU_RS15390
30,0.040970077948059,USA300HOU_RS15795,NC_010079.1,,1995723,1995836,+,hypothetical protein,No COG annotation,A0A2K0I5V0,Op1209,,SG_3,USA300HOU_RS15795
31,-0.0406260654080885,USA300HOU_RS10120,NC_010079.1,,2008962,2009054,-,hypothetical protein,No COG annotation,A0A2C9TXI7,Op1214,,SG_3,USA300HOU_RS10120
32,0.2446897407992656,USA300HOU_RS10405,NC_010079.1,,2062991,2063098,+,hypothetical protein,No COG annotation,A0A0D1IYZ2,Op1249,,SG_3,USA300HOU_RS10405
33,0.0380668160100471,USA300HOU_RS10445,NC_010079.1,USA300HOU_1926,2071104,2071505,+,YolD-like family protein,Function unknown,A0A0E1VP60,Op1257,LexA,SG_3,USA300HOU_RS10445
34,0.0721145387669771,USA300HOU_RS10815,NC_010079.1,USA300HOU_2001,2122928,2123257,+,hypothetical protein,No COG annotation,A0A0E7XXR7,Op1293,"VraR,Genomic Island 9",SG_3,USA300HOU_RS10815
35,0.0492692626843112,USA300HOU_RS10980,NC_010079.1,USA300HOU_2036,2150409,2150516,+,hypothetical protein,No COG annotation,A0A0H2X268,Op1318,WalR,SG_3,USA300HOU_RS10980
36,-0.0436554262670867,USA300HOU_RS11055,NC_010079.1,,2165037,2165192,+,hypothetical protein,No COG annotation,A0A0E1VNX6,Op1329,,SG_3,USA300HOU_RS11055
37,0.0513036265816451,USA300HOU_RS11205,NC_010079.1,USA300HOU_2070,2193344,2193904,-,K(+)-transporting ATPase subunit C,Inorganic ion transport and metabolism,A0A0D6WAG8,Op1339,,SG_3,USA300HOU_RS11205
38,-0.0373103482841234,kdpF,NC_010079.1,USA300HOU_2073,2197670,2197780,-,K(+)-transporting ATPase subunit F,No COG annotation,A0A0D1HCM6,Op1339,,SG_3,USA300HOU_RS11220
39,0.1722169332672671,USA300HOU_RS11280,NC_010079.1,USA300HOU_2085,2211067,2211174,-,hypothetical protein,No COG annotation,A0A2I7Y9I4,Op1347,,SG_3,USA300HOU_RS11280
40,0.0864771553556243,USA300HOU_RS11285,NC_010079.1,USA300HOU_2086,2211182,2211274,-,hypothetical protein,No COG annotation,A0A0H2WWN9,Op1347,,SG_3,USA300HOU_RS11285
41,0.049481866853416,USA300HOU_RS11790,NC_010079.1,,2311029,2311154,+,hypothetical protein,No COG annotation,A0A0E1VQQ6,Op1405,,SG_3,USA300HOU_RS11790
42,0.0604155218680502,USA300HOU_RS15505,NC_010079.1,,2317803,2319427,+,IS1182 family transposase,"Replication, recombination and repair",,Op1408,,SG_3,USA300HOU_RS15505
43,0.1343439467630183,USA300HOU_RS11910,NC_010079.1,,2335032,2335193,+,hypothetical protein,No COG annotation,A0A0H3K9U5,Op1419,,SG_3,USA300HOU_RS11910
44,0.0377504938077014,USA300HOU_RS12200,NC_010079.1,USA300HOU_2236,2376049,2376144,-,hypothetical protein,No COG annotation,A0A0E0VSK1,Op1442,,SG_3,USA300HOU_RS12200
45,0.2182376338476994,USA300HOU_RS12215,NC_010079.1,USA300HOU_2239,2378258,2378389,-,hypothetical protein,No COG annotation,A0A0E1VQY1,Op1445,,SG_3,USA300HOU_RS12215
46,0.0639155046869205,USA300HOU_RS12270,NC_010079.1,USA300HOU_2249,2388843,2389013,+,hypothetical protein,No COG annotation,UPI00015FD741,Op1455,,SG_3,USA300HOU_RS12270
47,0.0595135736545256,USA300HOU_RS12760,NC_010079.1,USA300HOU_2340,2477145,2478113,+,YdcF family protein,Function unknown,A0A0H2WWX0,Op1522,,SG_3,USA300HOU_RS12760
48,0.1401888225793826,USA300HOU_RS15570,NC_010079.1,USA300HOU_2472,2609605,2609727,+,hypothetical protein,No COG annotation,A0A0H2WY50,Op1617,,SG_3,USA300HOU_RS15570
49,-0.0600899273783167,USA300HOU_RS15835,NC_010079.1,,2610637,2610744,-,Csa1 family protein,No COG annotation,,Op1619,,SG_3,USA300HOU_RS15835
50,0.0389766818462783,USA300HOU_RS14185,NC_010079.1,USA300HOU_2611,2756611,2756772,+,hypothetical protein,No COG annotation,A0A266CMP9,Op1728,,SG_3,USA300HOU_RS14185
51,-0.0494277892035386,USA300HOU_RS14225,NC_010079.1,,2764234,2764326,+,hypothetical protein,No COG annotation,A0A0D1G324,Op1735,,SG_3,USA300HOU_RS14225
52,0.5471669157380628,USA300HOU_RS15930,NC_010079.1,,2772696,2772806,+,hypothetical protein,No COG annotation,A0A0E0VSE3,Op1741,,SG_3,USA300HOU_RS15930
53,0.0549387808293218,USA300HOU_RS14430,NC_010079.1,USA300HOU_2656,2819831,2820259,+,hypothetical protein,No COG annotation,A0A0D6W6V7,Op1762,,SG_3,USA300HOU_RS14430
54,0.0776857208743441,USA300HOU_RS14435,NC_010079.1,USA300HOU_2657,2820246,2820548,+,hypothetical protein,No COG annotation,A0A0H2X0W9,Op1762,,SG_3,USA300HOU_RS14435
55,0.0357017369421978,icaB,NC_010079.1,USA300HOU_2668,2828261,2829133,+,intercellular adhesin biosynthesis polysaccharide N-deacetylase,Carbohydrate transport and metabolism,A0A0H2XGN8,Op1768,"IcaR,CodY",SG_3,USA300HOU_RS14490
56,0.0668674943843925,USA300HOU_RS14790,NC_010063.1,USA300HOU_pUSA300HOUMR0016,12507,13181,+,IS6-like element IS257 family transposase,"Replication, recombination and repair",A0A2K0AWW7,Op1818,,SG_3,USA300HOU_RS14790
0,0.2392302466372316,USA300HOU_RS14945,NC_010079.1,,76215,76888,+,IS6 family transposase,"Replication, recombination and repair",,Op52,,Uncharacterized-1,USA300HOU_RS14945
1,-0.0818413999980414,USA300HOU_RS00400,NC_010079.1,,89055,89189,-,hypothetical protein,No COG annotation,A0A133QBS3,Op57,,Uncharacterized-1,USA300HOU_RS00400
2,0.0662715783712745,USA300HOU_RS01430,NC_010079.1,,318883,319233,+,IS1182 family transposase,"Replication, recombination and repair",,Op182,,Uncharacterized-1,USA300HOU_RS01430
3,0.066101326520566,USA300HOU_RS15055,NC_010079.1,USA300HOU_0460,482432,482848,-,hypothetical protein,No COG annotation,A0A0E1VN96,Op295,,Uncharacterized-1,USA300HOU_RS15055
4,-0.1052403005885708,USA300HOU_RS03390,NC_010079.1,USA300HOU_0645,698844,699188,+,cation:proton antiporter,Inorganic ion transport and metabolism,A0A0E1VJR6,Op425,,Uncharacterized-1,USA300HOU_RS03390
5,0.1046473069898467,USA300HOU_RS05880,NC_010079.1,USA300HOU_1110,1180049,1180996,-,TDT family transporter,Inorganic ion transport and metabolism,A0A0E8G6M5,Op746,,Uncharacterized-1,USA300HOU_RS05880
6,-0.069940545245232,USA300HOU_RS07640,NC_010079.1,USA300HOU_1429,1559683,1559934,-,hypothetical protein,No COG annotation,A0A1S5ZTU4,Op948,,Uncharacterized-1,USA300HOU_RS07640
7,0.0648255167140182,USA300HOU_RS07905,NC_010079.1,,1600457,1600618,-,DUF1270 domain-containing protein,No COG annotation,,Op964,Genomic Island 6,Uncharacterized-1,USA300HOU_RS07905
8,-0.0754764702063459,USA300HOU_RS08825,NC_010079.1,USA300HOU_1658,1767986,1768087,-,hypothetical protein,No COG annotation,A0A0E1VIZ4,Op1058,,Uncharacterized-1,USA300HOU_RS08825
9,0.0769894795007958,USA300HOU_RS09150,NC_010079.1,,1837010,1837105,+,hypothetical protein,No COG annotation,A0A2C9TMD3,Op1102,,Uncharacterized-1,USA300HOU_RS09150
10,0.1092165625981602,USA300HOU_RS09380,NC_010079.1,USA300HOU_1756,1894547,1895548,+,proline dehydrogenase,Amino acid transport and metabolism,A0A0E0VPU8,Op1136,CcpA,Uncharacterized-1,USA300HOU_RS09380
11,-0.1015416816415246,USA300HOU_RS09595,NC_010079.1,USA300HOU_1796,1930085,1930186,+,hypothetical protein,No COG annotation,A0A0H2X285,Op1168,Genomic Island 8,Uncharacterized-1,USA300HOU_RS09595
12,0.1221142065695057,USA300HOU_RS15795,NC_010079.1,,1995723,1995836,+,hypothetical protein,No COG annotation,A0A2K0I5V0,Op1209,,Uncharacterized-1,USA300HOU_RS15795
13,0.0793953098214916,USA300HOU_RS11285,NC_010079.1,USA300HOU_2086,2211182,2211274,-,hypothetical protein,No COG annotation,A0A0H2WWN9,Op1347,,Uncharacterized-1,USA300HOU_RS11285
14,-0.084470165247673,USA300HOU_RS13020,NC_010079.1,USA300HOU_2389,2530914,2531015,-,hypothetical protein,No COG annotation,A0A266CT28,Op1562,,Uncharacterized-1,USA300HOU_RS13020
15,0.1219661720389638,USA300HOU_RS15935,NC_010063.1,USA300HOU_pUSA300HOUMR0003,2071,2220,+,hypothetical protein,No COG annotation,UPI00015FD758,Op1807,,Uncharacterized-1,USA300HOU_RS15935
16,0.0665379065102035,USA300HOU_RS14760,NC_010063.1,USA300HOU_pUSA300HOUMR0010,6971,7390,+,MarR family transcriptional regulator,Transcription,A0A0H3JWJ3,Op1813,,Uncharacterized-1,USA300HOU_RS14760
17,0.3256181520531077,USA300HOU_RS14790,NC_010063.1,USA300HOU_pUSA300HOUMR0016,12507,13181,+,IS6-like element IS257 family transposase,"Replication, recombination and repair",A0A2K0AWW7,Op1818,,Uncharacterized-1,USA300HOU_RS14790
18,0.5656669635838197,USA300HOU_RS15655,NC_010063.1,,13901,14089,+,hypothetical protein,Function unknown,,Op1820,,Uncharacterized-1,USA300HOU_RS15655
19,0.1294411067990123,USA300HOU_RS14850,NC_010063.1,,19961,20338,-,response regulator transcription factor,Transcription,,Op1824,,Uncharacterized-1,USA300HOU_RS14850
0,0.1510663447831636,USA300HOU_RS01930,NC_010079.1,USA300HOU_0385,418233,418424,-,hypothetical protein,No COG annotation,A0A0D1FAW8,Op240,,Genomic Island 3,USA300HOU_RS01930
1,0.1672746068931924,USA300HOU_RS04445,NC_010079.1,USA300HOU_0855,899744,900007,+,helix-turn-helix transcriptional regulator,Transcription,A0A2C9TN82,Op566,Genomic Island 3,Genomic Island 3,USA300HOU_RS04445
2,0.1881897492321534,USA300HOU_RS04450,NC_010079.1,USA300HOU_0856,900000,900272,+,winged helix-turn-helix domain-containing protein,No COG annotation,A0A0H2XDW8,Op566,Genomic Island 3,Genomic Island 3,USA300HOU_RS04450
3,0.2341040537404795,USA300HOU_RS15185,NC_010079.1,USA300HOU_0857,900284,900457,+,pathogenicity island protein,No COG annotation,UPI0003171718,Op566,,Genomic Island 3,USA300HOU_RS15185
4,0.2200701687627824,USA300HOU_RS04455,NC_010079.1,USA300HOU_0858,900424,900627,+,hypothetical protein,No COG annotation,UPI00015FD731,Op566,Genomic Island 3,Genomic Island 3,USA300HOU_RS04455
5,0.1769348309625017,USA300HOU_RS04460,NC_010079.1,USA300HOU_0859,900629,901012,+,hypothetical protein,No COG annotation,A0A0H2XH41,Op566,Genomic Island 3,Genomic Island 3,USA300HOU_RS04460
6,0.1691854905873845,USA300HOU_RS04465,NC_010079.1,USA300HOU_0860,901013,901261,+,DUF1474 family protein,Function unknown,A0A0H2XIP3,Op566,Genomic Island 3,Genomic Island 3,USA300HOU_RS04465
7,0.1616807923389053,USA300HOU_RS04470,NC_010079.1,USA300HOU_0861,901353,903725,+,primase,Function unknown,A0A0H2XIZ8,Op567,Genomic Island 3,Genomic Island 3,USA300HOU_RS04470
8,0.1436713112314608,USA300HOU_RS04475,NC_010079.1,USA300HOU_0862,904396,904740,+,hypothetical protein,No COG annotation,A0A0H2XK54,Op568,Genomic Island 3,Genomic Island 3,USA300HOU_RS04475
9,0.1557466931158112,USA300HOU_RS04480,NC_010079.1,USA300HOU_0863,904965,905171,+,hypothetical protein,No COG annotation,A0A0H2XGY6,Op568,Genomic Island 3,Genomic Island 3,USA300HOU_RS04480
10,0.1233624440897799,USA300HOU_RS04485,NC_010079.1,USA300HOU_0864,905158,906216,+,phage capsid protein,No COG annotation,A0A1S6C723,Op568,Genomic Island 3,Genomic Island 3,USA300HOU_RS04485
11,0.1115995741839043,USA300HOU_RS04490,NC_010079.1,USA300HOU_0865,906400,906891,+,hypothetical protein,Cell wall/membrane/envelope biogenesis,A0A1S6A0P9,Op569,Genomic Island 3,Genomic Island 3,USA300HOU_RS04490
12,0.1682181942263489,USA300HOU_RS06820,NC_010079.1,,1369742,1369975,+,hypothetical protein,No COG annotation,A0A0H2WWN4,Op854,,Genomic Island 3,USA300HOU_RS06820
13,0.1970457688199701,USA300HOU_RS06945,NC_010079.1,USA300HOU_1299,1400176,1401438,+,Y-family DNA polymerase,"Replication, recombination and repair",A0A0E1VRK5,Op874,LexA,Genomic Island 3,USA300HOU_RS06945
14,0.1268985884995335,USA300HOU_RS10445,NC_010079.1,USA300HOU_1926,2071104,2071505,+,YolD-like family protein,Function unknown,A0A0E1VP60,Op1257,LexA,Genomic Island 3,USA300HOU_RS10445
15,0.1180392739518778,USA300HOU_RS10510,NC_010079.1,USA300HOU_1939,2080775,2080873,-,hypothetical protein,No COG annotation,A0A0D1KAS5,Op1266,,Genomic Island 3,USA300HOU_RS10510
0,0.0501453486812433,USA300HOU_RS00050,NC_010079.1,USA300HOU_0010,14749,15444,+,AzlC family ABC transporter permease,Amino acid transport and metabolism,A0A0H2XEA0,Op6,,CodY-1,USA300HOU_RS00050
1,0.0474725935500761,USA300HOU_RS00055,NC_010079.1,USA300HOU_0011,15441,15770,+,AzlD domain-containing protein,Function unknown,A0A0E1VPH7,Op6,,CodY-1,USA300HOU_RS00055
2,0.0554735986461231,USA300HOU_RS00060,NC_010079.1,USA300HOU_0012,16133,17101,+,alpha/beta fold hydrolase,Amino acid transport and metabolism,A0A0D6GL37,Op7,"CodY,SAM",CodY-1,USA300HOU_RS00060
3,0.100069876053797,USA300HOU_RS00275,NC_010079.1,USA300HOU_0059,64041,65168,+,alcohol dehydrogenase catalytic domain-containing protein,Energy production and conversion,A0A169SZM3,Op41,Genomic Island 1,CodY-1,USA300HOU_RS00275
4,0.1044506385040672,USA300HOU_RS01055,NC_010079.1,USA300HOU_0213,236516,237994,+,ABC transporter permease,Amino acid transport and metabolism,A0A0H2XEQ5,Op138,,CodY-1,USA300HOU_RS01055
5,0.1140396860146949,USA300HOU_RS01060,NC_010079.1,USA300HOU_0214,238000,239163,+,ABC transporter permease,Amino acid transport and metabolism,A0A0D3Q3Y6,Op138,,CodY-1,USA300HOU_RS01060
6,0.1110297770317475,USA300HOU_RS01065,NC_010079.1,USA300HOU_0215,239180,240955,+,peptide ABC transporter substrate-binding protein,Amino acid transport and metabolism,A0A0D6GGQ7,Op138,,CodY-1,USA300HOU_RS01065
7,0.0907150980789748,ggt,NC_010079.1,USA300HOU_0216,240993,242999,+,gamma-glutamyltransferase,Amino acid transport and metabolism,A0A0E8H648,Op138,,CodY-1,USA300HOU_RS01070
8,0.0553806855913793,brnQ,NC_010079.1,USA300HOU_0325,355392,356699,-,branched-chain amino acid transport system II carrier protein,"Intracellular trafficking, secretion, and vesicular transport",A0A0H2WXK2,Op202,CodY,CodY-1,USA300HOU_RS01625
9,0.0799010642502563,USA300HOU_RS01885,NC_010079.1,USA300HOU_0376,407168,407920,-,cyclase family protein,Function unknown,A0A0E1VLC9,Op236,"CodY,T-box(Met)",CodY-1,USA300HOU_RS01885
10,0.1084865004328261,metE,NC_010079.1,USA300HOU_0377,407963,410191,-,5-methyltetrahydropteroyltriglutamate--homocysteine S-methyltransferase,Amino acid transport and metabolism,A0A0D6GC70,Op237,"CodY,T-box(Met)",CodY-1,USA300HOU_RS01890
11,0.1222515944779964,USA300HOU_RS01895,NC_010079.1,USA300HOU_0378,410188,412029,-,bifunctional homocysteine S-methyltransferase/methylenetetrahydrofolate reductase,Coenzyme transport and metabolism,A0A0D6GBI3,Op237,"CodY,T-box(Met)",CodY-1,USA300HOU_RS01895
12,0.1208173703695217,USA300HOU_RS01900,NC_010079.1,USA300HOU_0379,411998,413158,-,PLP-dependent transferase,Amino acid transport and metabolism,A0A0D6FWN5,Op237,"CodY,T-box(Met)",CodY-1,USA300HOU_RS01900
